ASIN,review_id,review_page,review_title,review_rating_text,review_rating_value,review_date,review_text,review_char_length,review_word_count,helpful_text,helpful_count,is_verified_purchase
B0DXPWLHMP,R1LQFXJXZU523H,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 15, 2026","This phone case is much nicer than I expected. I was replacing an Apple silicone case for my iPhone 16 Pro which costs more than 3x the price of the Gonez case and disintegrated in less than a year. The Gonez case fits perfectly, feels great, and overall seems to be of higher quality than the Apple OEM case. My phone charges perfectly thru the case on all of my magnetic chargers, and it magnetically clicks on to my phone stand(s) just the same as it did with the Apple case. The added screen and camera protectors are another bonus and work well. Highly recommend the Gonez case. It is an excellent value especially compared to the overpriced Apple OEM silicone case that seems to fall apart within a year or so.",716,52,8 people found this helpful,8,Yes
B0DXPWLHMP,R35906QEU23JBS,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 25, 2026","I bought the GONEZ Magnetic iPhone 17 Case in blue, and it's fantastic. The case fits my 6.3-inch phone perfectly and is fully MagSafe compatible, so chargers and accessories snap on effortlessly. I love that it comes with both a screen protector and a camera lens protector - everything I need to keep my phone safe. The liquid silicone exterior feels smooth, provides a good grip, and resists scratches and fingerprints. The shockproof design gives me confidence that my phone is protected from drops. Installation was easy, and the case doesn't add much bulk while still providing solid protection. The color is vibrant, and the overall quality feels premium for the price. If you want full protection for your iPhone 17 with MagSafe convenience, this case is an excellent choice. Highly recommend.",801,55,2 people found this helpful,2,Yes
B0DXPWLHMP,R3NE1GV1K6TKU3,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 17, 2026","I'm honestly really impressed with this phone case. The quality feels amazing - it's sturdy, well-made, and doesn't feel cheap at all. It fits my phone perfectly and gives me confidence that it'll actually protect it if I drop it. What I love most is that you get this level of quality for such a great price. It's hard to find something that looks good, feels durable, and doesn't cost a fortune, but this case checks all the boxes. Overall, I would definitely recommend it to anyone looking for a reliable, and affordable phone case. It's 100% worth it!",555,40,2 people found this helpful,2,Yes
B0DXPWLHMP,R3RLORZ6FOO6XA,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 6, 2026","I love this case!!! It feels so silky smooth, but is not slippery at all! The buttons are very clicky & are covered, which is great. I love that the back is open and shows off the beautiful new design of the iPhone 17 Pro & Pro Max models. No lint attracted to it either (yet at least). This is a good case, especially for the money. Only minor thing, camera control feels a little flimsy on the side, but other than that, it's perfect & a gorgeous shade of PINK which I LOVE!!! ğŸ'•",483,38,2 people found this helpful,2,Yes
B0DXPWLHMP,R3QAD4GBYKMT9G,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on January 25, 2026","This GONEZ silicone case fits my iPhone 14 Pro Max very well. The MagSafe works fine, and the screen protector and camera lens protector are nice extras. The liquid silicone feels soft and protects the phone from shocks. The color looks good too. I gave 4 stars because it attracts a little dust, but overall it's a good case and worth buying.",343,27,One person found this helpful,0,Yes
B0DXPWLHMP,ROYP31PUX8A75,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 11, 2026",It doesn't look as green as the picture but it's more of a sage green in my opinion definitely thought it was more green like the felt inside the case. The MagSafe is strong as well which is nice and my phone doesn't get hot in the case when charging. It feels just like the Apple cases you'd get and the screen protector is nice and was easy to install.,354,21,,0,Yes
B0DXPWLHMP,R1M7YLOJYXMX4M,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on January 23, 2026","Cute phone case. Nice and lightweight. Color looks nice and soft, easy to clean and wipe down. Has a decent drop protection rate, but not really good for multiple drops especially from heights. Good for a simple and cute case, but not a durable case. I bought this for my daughter right after she got her new phone just so she has something to protect it, but got her another more durable one afterwards.",404,32,,0,Yes
B0DXPWLHMP,R10FJ1K8E8HI9Q,0,Great colour.,5.0 out of 5 stars,5.0,"Reviewed in Canada on March 30, 2025",Case looks exactly like the advertised picture.,47,4,,0,Yes
B0DXPWLHMP,R119D57DOEGEBZ,0,Great case!,5.0 out of 5 stars,5.0,"Reviewed in the United Kingdom on February 15, 2026",Great case! I'm forever dropping my phone and this case has held up significantly better than more expensive models I have bought,129,8,,0,Yes
B0DXPWLHMP,R12P6PCDEY28AJ,0,Highly recommended,5.0 out of 5 stars,5.0,"Reviewed in Australia on January 29, 2026","Ive had it since 2023 and its still in good condition 3 years later. No staining, it's perfect",94,5,,0,Yes
B0DXPWLHMP,R13URGULVT45IZ,0,Good service,5.0 out of 5 stars,5.0,"Reviewed in Canada on December 17, 2024",Product really very nice as per my expectations and their service also good. Get it on time.,92,4,,0,Yes
B0DXPWLHMP,R146K6QDLZSICS,0,Lo recomiendo bastante,5.0 out of 5 stars,5.0,"Reviewed in Mexico on January 27, 2026",Súper recomendable está súper bonita y de gran calidad,54,7,,0,Yes
B0D6YC816K,R3K1I3SCYGN0X3,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 24, 2026","I purchased this case and overall I really love it. The case fits perfectly, feels sturdy, and provides great protection without making the phone bulky. I also appreciated that it came with a screen protector. My only small issue is the color my phone is white, and I should have ordered the case in white for a better match. That said, the case itself is still high quality and looks nice. The process of applying the screen protector and the case was very simple. Overall, this is a great protective case and definitely worth purchasing. I'd just recommend choosing your color carefully!",589,36,6 people found this helpful,6,Yes
B0D6YC816K,R1GE597ZTGB9SV,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 12, 2026","Perfect fit, great design, super easy to install, no bubbles on screen, and great price!",88,5,,0,Yes
B0D6YC816K,R1Y7K3SXZX0FDC,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 14, 2026","Good quality and at a very good price, fits perfectly on my iPhone 12 and feels very durable.",93,6,,0,Yes
B0D6YC816K,R1PSWTBYBZJKFG,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 25, 2026",This case is high quality. . It's strong and fits phone perfectly. . Color is beautiful. Makes using phone much easier,118,8,,0,Yes
B0D6YC816K,R1MSH9MI2WW2F5,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on March 24, 2026","Fits perfectly on my iPhone 12. Durable, easy to put on and I can easily access the silent button. The only negative thing is it feels a little sharper at the bottom where the opening for the speaker and charging port is. It's not too bad but I can feel it a little bit.",270,21,One person found this helpful,0,Yes
B0D6YC816K,RANT9OM0GC3C3,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 2, 2026",I'm retired and always looking for a bargain. I'm careful as to what I cause you get what you pay for. I didn't go wrong with the purchase I made. It was easy to install and it looks quite durable. I like the slim design and the protection that it provides. I don't think I wasted my money.,290,22,,0,Yes
B0D6YC816K,R3BKNEMIFDYAT,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 17, 2026",Most sleek and durable phone case ive had to daye. Bit of a pain to take off and Dropped quite a few times and no peeling. Back also hasnt yellowed which is huge. Highly recommend this. Will update within reason if i encounter any issues.,238,24,3 people found this helpful,3,Yes
B0D6YC816K,R3G7SW78IDGZ02,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 31, 2026",Fits great and keeps the phone protected also it comes with a free screen protector,83,6,,0,Yes
B0D6YC816K,R19PBW43CNVXKG,0,Build materials not well,1.0 out of 5 stars,1.0,"Reviewed in India on December 2, 2025",Not a good product,18,0,,0,Yes
B0D6YC816K,R3FS57JWWHZWX1,0,Good,5.0 out of 5 stars,5.0,"Reviewed in the United Arab Emirates on October 25, 2025",Goo,3,1,,0,Yes
